# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-s" "1" "-t" "gene" "-M" "-g" "gene_id" "-a" "./genomic.gtf" "-o" "counts3.txt" "37D1_control1_sorted.bam" "37D2_control2_sorted.bam" "37D3_control3_sorted.bam" "46D1_elevtemp_sorted.bam" "46D2_elevtemp2_sorted.bam" "46D3_elevtemp3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	37D1_control1_sorted.bam	37D2_control2_sorted.bam	37D3_control3_sorted.bam	46D1_elevtemp_sorted.bam	46D2_elevtemp2_sorted.bam	46D3_elevtemp3_sorted.bam
PA1860	NC_002516.2	2019776	2020603	+	828	2	0	0	0	0	0
PA1861	NC_002516.2	2020625	2021710	-	1086	0	0	0	0	0	0
PA1862	NC_002516.2	2021712	2022398	-	687	0	0	0	0	2	0
PA1863	NC_002516.2	2022411	2023166	-	756	8	0	0	0	2	8
PA1864	NC_002516.2	2023281	2023931	-	651	0	0	0	0	0	0
PA1865	NC_002516.2	2024065	2025744	+	1680	0	0	0	0	0	4
PA1866	NC_002516.2	2025737	2028013	+	2277	0	0	0	0	0	0
PA1866a	NC_002516.2	2028103	2028312	+	210	0	0	0	6	2	4
PA1867	NC_002516.2	2028454	2028981	+	528	0	0	0	0	0	0
PA1868	NC_002516.2	2028968	2031298	+	2331	0	0	0	0	2	0
PA1869	NC_002516.2	2031466	2031705	+	240	0	2	0	2	0	0
PA1870	NC_002516.2	2031988	2032413	+	426	2	0	0	2	0	0
PA1871	NC_002516.2	2032695	2033951	+	1257	0	0	2	0	2	0
PA1872	NC_002516.2	2034066	2034857	-	792	2	0	0	6	4	2
PA1873	NC_002516.2	2034918	2035940	-	1023	0	0	0	0	0	0
PA1874	NC_002516.2	2036441	2043847	+	7407	2	0	2	8	10	18
PA1875	NC_002516.2	2043847	2045124	+	1278	0	0	0	0	2	0
PA1876	NC_002516.2	2045114	2047285	+	2172	0	0	0	0	0	0
PA1877	NC_002516.2	2047275	2048462	+	1188	0	2	0	0	0	0
PA1878	NC_002516.2	2048570	2049148	-	579	0	0	0	0	0	0
PA1879	NC_002516.2	2049237	2049791	-	555	0	0	0	0	0	0
PA1880	NC_002516.2	2049949	2052144	-	2196	0	0	0	0	2	2
PA1881	NC_002516.2	2052149	2052610	-	462	0	0	2	2	2	8
PA1882	NC_002516.2	2052941	2053264	+	324	0	0	0	0	0	0
PA1883	NC_002516.2	2053277	2053675	+	399	0	0	0	0	0	0
PA1884	NC_002516.2	2053672	2054223	-	552	0	0	0	0	0	2
PA1885	NC_002516.2	2054309	2054842	+	534	0	0	2	2	0	4
PA1886	NC_002516.2	2054911	2057274	+	2364	0	0	0	0	0	0
PA1887	NC_002516.2	2057278	2057946	-	669	0	3	0	2	0	2
PA1888	NC_002516.2	2057930	2059339	-	1410	0	2	2	0	4	2
PA1889	NC_002516.2	2059569	2060552	+	984	0	0	0	2	0	0
PA1890	NC_002516.2	2060566	2061189	-	624	0	0	0	0	2	0
PA1891	NC_002516.2	2061278	2061667	-	390	0	0	0	0	0	0
PA1892	NC_002516.2	2061664	2062401	-	738	0	0	0	0	0	0
PA1893	NC_002516.2	2062398	2064827	-	2430	0	0	0	2	0	0
PA1894	NC_002516.2	2064853	2065545	-	693	0	0	0	2	4	0
PA1895	NC_002516.2	2065493	2066767	-	1275	1	0	1	1	2	0
PA1896	NC_002516.2	2066786	2067955	-	1170	1	0	0	0	0	0
PA1897	NC_002516.2	2067961	2068728	-	768	0	0	0	0	2	2
PA1898	NC_002516.2	2069490	2070203	+	714	0	2	0	0	2	4
PA1899	NC_002516.2	2070685	2071173	+	489	0	0	0	0	0	0
PA1900	NC_002516.2	2071209	2071697	+	489	0	0	0	0	0	2
PA1901	NC_002516.2	2071721	2072938	+	1218	0	0	4	0	2	0
PA1902	NC_002516.2	2072935	2073558	+	624	0	0	0	0	0	0
PA1903	NC_002516.2	2073555	2075438	+	1884	0	0	0	0	0	0
PA1904	NC_002516.2	2075452	2076288	+	837	0	0	0	0	4	2
PA1905	NC_002516.2	2076311	2076958	+	648	0	2	0	0	0	2
PA1906	NC_002516.2	2077047	2077583	-	537	0	0	0	0	0	0
PA1907	NC_002516.2	2077626	2079266	-	1641	2	0	0	0	4	0
PA1908	NC_002516.2	2079263	2080474	-	1212	0	0	0	0	0	0
PA1909	NC_002516.2	2080661	2081812	-	1152	0	0	0	0	0	0
PA1910	NC_002516.2	2081853	2084267	-	2415	0	0	0	0	0	0
PA1911	NC_002516.2	2084476	2085426	-	951	0	0	0	0	0	0
PA1912	NC_002516.2	2085423	2085929	-	507	0	0	0	0	0	0
PA1913	NC_002516.2	2086021	2086701	-	681	4	4	2	0	0	0
PA1914	NC_002516.2	2086808	2088034	-	1227	0	0	0	2	0	0
PA1915	NC_002516.2	2088602	2090149	-	1548	0	2	0	2	0	1
PA1916	NC_002516.2	2090213	2091445	-	1233	0	0	6	0	0	1
PA1917	NC_002516.2	2091490	2091837	-	348	0	0	0	0	0	0
PA1918	NC_002516.2	2091850	2093250	-	1401	0	0	2	0	2	0
PA1919	NC_002516.2	2093444	2094142	-	699	2	0	2	0	0	0
PA1920	NC_002516.2	2094329	2096356	-	2028	1	0	0	2	1	0
PA1921	NC_002516.2	2096514	2097323	-	810	0	0	0	0	0	0
PA1922	NC_002516.2	2097491	2099452	+	1962	0	0	0	0	0	0
PA1923	NC_002516.2	2099452	2103297	+	3846	2	0	1	0	0	0
PA1924	NC_002516.2	2103294	2103770	+	477	0	0	0	0	0	0
PA1925	NC_002516.2	2103770	2104096	+	327	0	2	0	0	0	0
PA1926	NC_002516.2	2104597	2106447	+	1851	4	0	3	0	2	6
PA1927	NC_002516.2	2106580	2108880	+	2301	0	0	1	0	0	0
PA1928	NC_002516.2	2108942	2109511	-	570	2	0	0	0	0	2
PA1929	NC_002516.2	2109558	2109854	-	297	0	0	0	0	0	0
PA1930	NC_002516.2	2110226	2111521	+	1296	2	0	0	0	2	0
PA1931	NC_002516.2	2111691	2112203	+	513	0	0	0	0	0	0
PA1932	NC_002516.2	2112200	2113189	+	990	0	0	0	0	0	0
PA1933	NC_002516.2	2113186	2115390	+	2205	0	0	0	0	0	0
PA1934	NC_002516.2	2115885	2116265	+	381	0	0	0	0	0	0
PA1937	NC_002516.2	2118585	2118893	+	309	2	2	0	0	2	4
PA1938	NC_002516.2	2118926	2119747	+	822	0	0	0	0	0	0
PA1939	NC_002516.2	2120225	2122222	-	1998	123	51	57	27	23	28
PA1940	NC_002516.2	2122579	2123718	-	1140	9	6	0	2	1	5
PA1941	NC_002516.2	2123897	2125792	-	1896	2	2	0	0	0	0
PA1942	NC_002516.2	2126104	2126334	-	231	0	0	0	0	2	0
PA1943	NC_002516.2	2126396	2127493	-	1098	0	0	0	2	0	0
PA1944	NC_002516.2	2127684	2129171	+	1488	6	6	6	10	7	6
PA1945	NC_002516.2	2129307	2130635	+	1329	0	0	2	0	0	0
PA1946	NC_002516.2	2130854	2131813	+	960	15	12	2	12	21	20
PA1947	NC_002516.2	2131835	2133367	+	1533	2	2	0	4	0	8
PA1948	NC_002516.2	2133391	2134389	+	999	0	0	0	0	0	0
PA1949	NC_002516.2	2134393	2135406	+	1014	0	0	0	0	1	4
PA1950	NC_002516.2	2135460	2136386	+	927	2	0	0	0	0	0
PA1951	NC_002516.2	2136520	2137785	-	1266	0	0	0	0	0	4
PA1952	NC_002516.2	2137846	2138598	-	753	0	0	0	0	0	0
PA1953	NC_002516.2	2138612	2139292	-	681	0	0	0	0	0	0
PA1954	NC_002516.2	2139354	2140376	-	1023	0	0	0	0	0	0
PA1955	NC_002516.2	2140433	2141002	-	570	0	0	0	0	0	0
PA1956	NC_002516.2	2140999	2141487	-	489	0	0	0	0	0	0
PA1957	NC_002516.2	2141790	2142317	-	528	0	0	0	0	0	0
PA1958	NC_002516.2	2142314	2142889	-	576	0	0	0	0	0	0
PA1959	NC_002516.2	2143173	2144006	+	834	0	6	0	4	4	8
PA1960	NC_002516.2	2144077	2144799	+	723	0	0	0	0	0	0
PA1961	NC_002516.2	2144810	2145745	-	936	0	0	0	2	2	4
PA1962	NC_002516.2	2145894	2146502	+	609	0	0	0	2	0	2
PA1963	NC_002516.2	2146609	2146875	+	267	0	0	5	0	0	0
PA1964	NC_002516.2	2146961	2148526	-	1566	0	0	4	2	2	4
PA1965	NC_002516.2	2148854	2149189	+	336	0	0	0	0	0	0
PA1966	NC_002516.2	2149472	2149843	+	372	0	0	0	0	0	0
PA1967	NC_002516.2	2149864	2150364	-	501	0	2	4	0	0	2
PA1968	NC_002516.2	2150524	2150781	+	258	6	0	7	5	5	7
PA1969	NC_002516.2	2150828	2151220	+	393	0	0	0	0	0	0
PA1970	NC_002516.2	2151287	2151526	-	240	0	0	0	0	0	0
PA1971	NC_002516.2	2151755	2153068	-	1314	0	0	0	0	0	0
PA1972	NC_002516.2	2153594	2155297	+	1704	0	0	0	0	0	0
PA1973	NC_002516.2	2155374	2157701	+	2328	0	0	0	0	0	0
PA1974	NC_002516.2	2157968	2159167	+	1200	0	0	0	0	2	0
PA1975	NC_002516.2	2159270	2160433	+	1164	0	0	0	0	0	0
PA1976	NC_002516.2	2160363	2163008	+	2646	0	2	0	0	0	2
PA1977	NC_002516.2	2163010	2163873	-	864	0	0	0	0	0	0
PA1978	NC_002516.2	2163883	2164548	-	666	2	0	0	0	0	0
PA1979	NC_002516.2	2165213	2165863	+	651	0	0	0	0	0	0
PA1980	NC_002516.2	2165876	2166553	+	678	0	0	0	0	0	0
PA1981	NC_002516.2	2166580	2167227	-	648	0	0	0	0	0	0
PA1982	NC_002516.2	2167281	2169152	-	1872	0	0	0	0	0	0
PA1983	NC_002516.2	2169464	2169901	+	438	0	0	0	0	0	0
PA1984	NC_002516.2	2169988	2171508	+	1521	10	10	4	8	8	8
PA1985	NC_002516.2	2171865	2171936	+	72	2	0	0	0	0	0
PA1986	NC_002516.2	2171989	2172903	+	915	0	0	0	0	2	0
PA1987	NC_002516.2	2172913	2173665	+	753	0	0	0	0	0	0
PA1988	NC_002516.2	2173662	2173940	+	279	0	0	0	2	1	0
PA1989	NC_002516.2	2173912	2175057	+	1146	0	0	0	2	0	2
PA1990	NC_002516.2	2175062	2176888	+	1827	0	0	0	0	2	2
PA1991	NC_002516.2	2176974	2178137	+	1164	0	0	2	0	0	0
PA1992	NC_002516.2	2178121	2179815	+	1695	4	0	2	2	0	0
PA1993	NC_002516.2	2179848	2181056	-	1209	0	0	0	0	0	0
PA1994	NC_002516.2	2181181	2181744	-	564	0	0	0	0	0	0
PA1995	NC_002516.2	2181741	2182097	-	357	0	0	0	0	0	0
PA1996	NC_002516.2	2182116	2182394	-	279	0	0	0	0	0	1
PA1997	NC_002516.2	2182452	2184407	-	1956	0	6	2	4	0	4
PA1998	NC_002516.2	2184475	2185395	-	921	4	0	0	6	1	0
PA1999	NC_002516.2	2185527	2186225	+	699	2	0	2	2	2	5
PA2000	NC_002516.2	2186260	2186916	+	657	0	0	0	0	0	2
PA2001	NC_002516.2	2187065	2188246	+	1182	0	0	0	2	2	2
PA2002	NC_002516.2	2188459	2189883	+	1425	0	0	0	0	0	2
PA2003	NC_002516.2	2190084	2190854	-	771	0	0	0	0	2	0
PA2004	NC_002516.2	2190891	2192282	-	1392	0	2	2	0	0	0
PA2005	NC_002516.2	2192544	2193989	-	1446	0	0	0	0	2	0
PA2006	NC_002516.2	2194058	2195410	-	1353	0	0	0	2	0	2
PA2007	NC_002516.2	2195494	2196132	-	639	0	0	0	2	0	0
PA2008	NC_002516.2	2196129	2197427	-	1299	2	0	0	0	0	0
PA2009	NC_002516.2	2197432	2198730	-	1299	6	4	2	2	0	4
PA2010	NC_002516.2	2198891	2199694	+	804	0	0	0	0	0	0
PA2011	NC_002516.2	2199762	2200664	-	903	0	2	0	0	0	0
PA2012	NC_002516.2	2200685	2202652	-	1968	2	0	0	4	4	8
PA2013	NC_002516.2	2202649	2203446	-	798	4	0	6	0	2	2
PA2014	NC_002516.2	2203460	2205067	-	1608	2	2	3	4	2	2
PA2015	NC_002516.2	2205190	2206353	-	1164	15	5	10	10	11	4
PA2016	NC_002516.2	2206402	2206806	-	405	80	42	26	21	35	130
PA2017	NC_002516.2	2206999	2207928	+	930	0	2	2	0	0	0
PA2018	NC_002516.2	2208169	2211306	-	3138	4	0	2	0	0	0
PA2019	NC_002516.2	2211322	2212512	-	1191	0	0	0	0	0	0
PA2020	NC_002516.2	2212677	2213309	+	633	0	0	0	0	2	0
PA2021	NC_002516.2	2213315	2213539	-	225	0	0	2	0	6	8
PA2022	NC_002516.2	2213693	2215054	+	1362	0	0	2	0	0	0
PA2023	NC_002516.2	2215102	2215941	+	840	32	16	9	17	10	28
PA2024	NC_002516.2	2216121	2216543	-	423	0	0	2	0	0	0
PA2025	NC_002516.2	2216688	2218043	+	1356	62	50	40	108	82	182
PA2026	NC_002516.2	2218098	2219099	-	1002	0	2	0	2	0	0
PA2027	NC_002516.2	2219253	2219645	-	393	0	0	0	0	0	0
PA2028	NC_002516.2	2219778	2220251	+	474	0	0	0	0	0	2
PA2029	NC_002516.2	2220275	2220574	+	300	0	0	0	0	0	0
PA2030	NC_002516.2	2220649	2220906	-	258	0	2	0	1	0	2
PA2031	NC_002516.2	2220903	2221157	-	255	2	0	0	0	0	0
PA2032	NC_002516.2	2221337	2222761	+	1425	0	0	0	0	0	0
PA2033	NC_002516.2	2222896	2223804	+	909	0	0	0	0	0	0
PA2034	NC_002516.2	2223804	2224478	+	675	0	0	0	0	0	0
PA2035	NC_002516.2	2224486	2226144	-	1659	6	2	0	6	0	4
PA2036	NC_002516.2	2226879	2227400	+	522	0	0	0	0	0	2
PA2037	NC_002516.2	2227541	2229001	+	1461	13	20	18	15	10	22
PA2038	NC_002516.2	2229126	2229440	-	315	6	1	0	1	2	1
PA2039	NC_002516.2	2229425	2230183	-	759	2	0	2	0	0	0
PA2040	NC_002516.2	2230689	2232065	+	1377	4	4	4	12	6	14
PA2041	NC_002516.2	2232222	2233592	+	1371	6	0	0	0	2	2
PA2042	NC_002516.2	2234080	2235309	+	1230	0	2	2	0	2	4
PA2043	NC_002516.2	2235430	2236332	+	903	0	0	0	0	0	0
PA2044	NC_002516.2	2236492	2238366	-	1875	2	2	2	2	6	0
PA2045	NC_002516.2	2238541	2238801	-	261	0	0	0	0	0	0
PA2046	NC_002516.2	2238860	2240214	-	1355	0	0	0	0	0	0
PA2047	NC_002516.2	2240302	2241291	-	990	0	0	0	0	0	0
PA2048	NC_002516.2	2241816	2242112	+	297	0	0	0	0	0	0
PA2049	NC_002516.2	2242170	2244164	-	1995	2	0	0	2	0	2
PA2050	NC_002516.2	2244492	2244998	+	507	0	0	0	0	0	0
PA2051	NC_002516.2	2244995	2245948	+	954	0	0	0	0	0	0
PA2052	NC_002516.2	2245986	2246456	-	471	0	0	0	0	0	0
PA2053	NC_002516.2	2246496	2247158	-	663	0	0	0	0	0	0
PA2054	NC_002516.2	2247273	2248160	+	888	2	0	0	0	4	4
PA2055	NC_002516.2	2248167	2249582	-	1416	0	0	0	0	0	0
PA2056	NC_002516.2	2249693	2250595	+	903	0	0	0	0	0	0
PA2057	NC_002516.2	2251275	2253815	+	2541	0	2	2	4	0	0
PA2058	NC_002516.2	2253819	2255627	+	1809	0	0	0	0	2	2
PA2059	NC_002516.2	2255629	2256702	+	1074	0	0	0	0	0	0
PA2060	NC_002516.2	2256704	2257720	+	1017	2	0	0	0	0	0
PA2061	NC_002516.2	2257722	2259332	+	1611	0	0	0	0	0	2
PA2062	NC_002516.2	2259478	2260659	+	1182	0	0	0	0	0	2
PA2063	NC_002516.2	2260862	2262085	+	1224	0	0	0	0	0	0
PA2064	NC_002516.2	2262105	2263082	-	978	0	0	0	0	0	0
PA2065	NC_002516.2	2263079	2264977	-	1899	0	0	0	0	0	2
PA2066	NC_002516.2	2265126	2265764	-	639	0	0	2	0	0	0
PA2067	NC_002516.2	2265761	2266429	-	669	0	0	0	0	0	0
PA2068	NC_002516.2	2266431	2267594	-	1164	0	0	0	0	0	0
PA2069	NC_002516.2	2267638	2269362	-	1725	0	0	0	0	0	0
PA2070	NC_002516.2	2269542	2272184	-	2643	2	0	0	0	0	0
PA2071	NC_002516.2	2272460	2274568	+	2109	2	2	2	16	6	4
PA2072	NC_002516.2	2274740	2277334	+	2595	2	0	0	0	0	2
PA2073	NC_002516.2	2277552	2278982	+	1431	0	0	0	0	0	0
PA2074	NC_002516.2	2278982	2279794	+	813	0	0	0	0	0	0
PA2075	NC_002516.2	2279917	2281578	-	1662	2	0	0	2	0	0
PA2076	NC_002516.2	2282480	2283382	+	903	2	0	0	2	0	0
PA2077	NC_002516.2	2283419	2285323	-	1905	0	0	0	0	0	0
PA2078	NC_002516.2	2285363	2287237	-	1875	0	0	0	0	0	0
PA2079	NC_002516.2	2287523	2288929	-	1407	0	0	0	0	0	0
PA2080	NC_002516.2	2289085	2290335	-	1251	10	7	2	0	3	7
PA2081	NC_002516.2	2290339	2290980	-	642	0	0	0	0	2	2
PA2082	NC_002516.2	2291113	2291589	+	477	0	2	3	3	0	2
PA2083	NC_002516.2	2291791	2293065	+	1275	2	0	2	3	0	4
PA2084	NC_002516.2	2293153	2294985	+	1833	0	0	0	0	0	0
PA2085	NC_002516.2	2295013	2295522	+	510	0	0	0	0	0	0
PA2086	NC_002516.2	2295533	2296435	+	903	0	0	0	0	0	0
PA2087	NC_002516.2	2296432	2297088	+	657	0	0	0	0	0	0
PA2088	NC_002516.2	2297072	2297920	+	849	0	0	0	0	0	0
PA2089	NC_002516.2	2298012	2300663	+	2652	0	0	0	0	0	4
PA2090	NC_002516.2	2300676	2301755	+	1080	0	0	0	0	0	0
PA2091	NC_002516.2	2301752	2303035	+	1284	0	0	2	0	0	0
PA2092	NC_002516.2	2303022	2304215	+	1194	0	0	0	0	0	0
PA2093	NC_002516.2	2304318	2304827	+	510	2	2	0	0	0	0
PA2094	NC_002516.2	2304824	2305780	+	957	0	0	0	0	0	0
PA2095	NC_002516.2	2305782	2306627	-	846	0	0	0	0	2	2
PA2096	NC_002516.2	2306776	2307810	-	1035	0	0	0	0	0	0
PA2097	NC_002516.2	2307957	2309432	+	1476	0	0	0	0	0	0
PA2098	NC_002516.2	2309443	2310372	+	930	0	0	0	0	0	0
PA2099	NC_002516.2	2310357	2311112	+	756	0	0	0	0	0	0
PA2100	NC_002516.2	2311333	2312766	-	1434	0	4	8	8	14	26
PA2101	NC_002516.2	2312899	2313789	+	891	0	0	1	1	2	0
PA2102	NC_002516.2	2313791	2314249	+	459	2	4	3	12	24	12
PA2103	NC_002516.2	2314512	2315690	+	1179	0	4	0	6	13	19
PA2104	NC_002516.2	2315709	2316626	+	918	1	0	0	3	10	9
PA2105	NC_002516.2	2316708	2317403	+	696	0	2	0	0	4	6
PA2106	NC_002516.2	2317400	2318134	+	735	2	0	0	2	0	0
PA2107	NC_002516.2	2318226	2318624	-	399	0	0	0	0	0	0
PA2108	NC_002516.2	2318795	2320567	+	1773	0	0	0	0	0	0
PA2109	NC_002516.2	2320586	2321062	-	477	0	0	0	0	0	0
PA2110	NC_002516.2	2321130	2322071	-	942	0	0	0	0	0	0
PA2111	NC_002516.2	2322068	2322781	-	714	0	0	0	0	0	0
PA2112	NC_002516.2	2322778	2323521	-	744	0	0	0	0	0	0
PA2113	NC_002516.2	2323554	2324783	-	1230	0	0	0	0	0	2
PA2114	NC_002516.2	2324808	2326079	-	1272	0	0	4	0	2	2
PA2115	NC_002516.2	2326334	2327287	+	954	0	0	0	0	2	2
PA2116	NC_002516.2	2327394	2328191	+	798	0	0	2	0	0	0
PA2117	NC_002516.2	2328176	2329156	-	981	0	0	0	0	0	0
PA2118	NC_002516.2	2329348	2330424	+	1077	0	0	0	0	0	0
PA2118a	NC_002516.2	2330591	2330833	-	243	2	2	2	0	1	2
PA2119	NC_002516.2	2330959	2332059	-	1101	10	2	2	4	2	6
PA2120	NC_002516.2	2332392	2332820	-	429	0	0	0	0	0	0
PA2121	NC_002516.2	2332968	2333873	-	906	0	0	0	2	0	2
PA2122	NC_002516.2	2333999	2335135	+	1137	0	0	0	2	0	0
PA2123	NC_002516.2	2335172	2336104	+	933	0	0	0	0	0	0
PA2124	NC_002516.2	2336209	2337846	+	1638	0	0	0	2	0	4
PA2125	NC_002516.2	2337868	2339316	+	1449	0	0	0	0	0	0
PA2126	NC_002516.2	2339352	2339987	-	636	20	12	7	5	4	17
PA2127	NC_002516.2	2340414	2341640	-	1227	14	16	13	28	17	44
PA2128	NC_002516.2	2342493	2343044	+	552	0	0	0	0	0	0
PA2129	NC_002516.2	2343132	2343878	+	747	0	0	0	0	0	0
PA2130	NC_002516.2	2343862	2346480	+	2619	0	0	0	0	2	0
PA2131	NC_002516.2	2346477	2347838	+	1362	0	0	0	2	4	0
PA2132	NC_002516.2	2347828	2348541	+	714	0	0	0	0	0	0
PA2133	NC_002516.2	2348538	2349395	+	858	0	0	0	0	0	0
PA2134	NC_002516.2	2349488	2350060	+	573	0	0	0	0	0	0
PA2135	NC_002516.2	2350089	2351453	+	1365	0	0	0	0	0	0
PA2136	NC_002516.2	2351906	2352430	-	525	0	0	0	0	0	0
PA2137	NC_002516.2	2352532	2353068	+	537	0	0	0	0	0	0
PA2138	NC_002516.2	2353086	2355608	+	2523	0	0	0	2	0	0
PA2139	NC_002516.2	2355684	2355898	+	215	0	0	0	0	0	0
PA2140	NC_002516.2	2355918	2356157	+	240	0	0	0	0	0	0
PA2141	NC_002516.2	2356168	2356716	+	549	0	0	0	0	0	0
PA2142	NC_002516.2	2356713	2357573	+	861	0	0	2	0	0	0
PA2142a	NC_002516.2	2357593	2357781	-	189	0	0	0	0	0	0
PA2143	NC_002516.2	2358024	2358311	+	288	0	0	0	0	0	0
PA2144	NC_002516.2	2358364	2360802	+	2439	0	0	0	4	0	0
PA2145	NC_002516.2	2360809	2361207	-	399	0	0	0	0	0	0
PA2146	NC_002516.2	2361706	2361873	+	168	1	0	0	0	0	0
PA2147	NC_002516.2	2361954	2364083	+	2130	0	0	0	0	2	0
PA2148	NC_002516.2	2364311	2364802	+	492	0	0	0	0	0	0
PA2149	NC_002516.2	2364816	2365058	+	243	0	0	0	0	0	0
PA2150	NC_002516.2	2365081	2365962	+	882	0	1	0	0	0	0
PA2151	NC_002516.2	2366106	2368100	+	1995	0	0	0	2	0	0
PA2152	NC_002516.2	2368111	2371413	+	3303	0	2	2	0	0	0
PA2153	NC_002516.2	2371410	2373608	+	2199	0	0	0	0	0	0
PA2154	NC_002516.2	2373610	2374605	-	996	0	0	0	0	0	0
PA2155	NC_002516.2	2374602	2375807	-	1206	0	0	0	0	0	0
PA2156	NC_002516.2	2375804	2376541	-	738	0	0	0	0	0	0
PA2157	NC_002516.2	2376538	2377476	-	939	0	0	0	0	0	0
PA2158	NC_002516.2	2377480	2378727	-	1248	0	0	0	0	0	0
PA2159	NC_002516.2	2378794	2379210	-	417	0	0	0	0	0	4
PA2160	NC_002516.2	2379310	2381460	-	2151	0	0	0	0	0	4
PA2161	NC_002516.2	2381473	2381778	-	306	0	0	0	0	0	0
PA2162	NC_002516.2	2381775	2384555	-	2781	0	0	0	0	0	0
PA2163	NC_002516.2	2384548	2386602	-	2055	0	0	0	0	0	0
PA2164	NC_002516.2	2386595	2388346	-	1752	0	0	2	0	0	0
PA2165	NC_002516.2	2388346	2389887	-	1542	0	0	0	0	2	0
PA2166	NC_002516.2	2390255	2390620	+	366	0	0	2	2	0	0
PA2167	NC_002516.2	2390949	2392046	+	1098	0	0	0	0	2	0
PA2168	NC_002516.2	2392043	2392819	+	777	0	0	0	0	0	0
PA2169	NC_002516.2	2392945	2393397	+	453	0	0	0	0	0	0
PA2170	NC_002516.2	2393424	2393633	+	210	0	0	0	0	0	0
PA2171	NC_002516.2	2393708	2394178	+	471	0	2	0	2	0	0
PA2172	NC_002516.2	2394182	2395258	+	1077	0	0	0	0	2	2
PA2173	NC_002516.2	2395285	2395635	+	351	0	0	0	0	0	0
PA2173a	NC_002516.2	2395691	2395912	+	222	0	0	0	0	0	0
PA2174	NC_002516.2	2395944	2396252	-	309	0	0	0	0	2	0
PA2175	NC_002516.2	2396536	2396883	-	348	0	0	0	0	0	0
PA2176	NC_002516.2	2396896	2397486	-	591	0	0	0	0	0	0
PA2177	NC_002516.2	2397569	2399668	+	2100	0	4	0	0	0	4
PA2178	NC_002516.2	2399672	2400280	-	609	0	0	0	0	0	0
PA2179	NC_002516.2	2400655	2401605	-	951	0	0	0	0	0	0
PA2180	NC_002516.2	2401589	2402965	-	1377	0	0	0	2	0	0
PA2181	NC_002516.2	2403151	2404284	+	1134	0	0	0	0	0	0
PA2182	NC_002516.2	2404386	2404655	-	270	0	0	2	0	0	2
PA2183	NC_002516.2	2404949	2405233	-	285	0	0	0	0	0	0
PA2184	NC_002516.2	2405230	2405739	-	510	0	0	2	0	3	2
PA2185	NC_002516.2	2405993	2406877	+	885	0	0	0	0	0	0
PA2187	NC_002516.2	2407236	2407661	+	426	0	0	0	2	0	2
PA2188	NC_002516.2	2407681	2408847	-	1167	0	0	0	0	0	0
PA2189	NC_002516.2	2409107	2409661	+	555	0	0	2	0	0	2
PA2190	NC_002516.2	2409837	2410181	+	345	0	5	0	2	2	6
PA2191	NC_002516.2	2410344	2411480	-	1137	4	12	6	9	6	14
PA2192	NC_002516.2	2411709	2412122	+	414	0	0	0	0	0	2
PA2193	NC_002516.2	2412546	2412860	+	315	0	0	0	0	0	0
PA2194	NC_002516.2	2412857	2414251	+	1395	21	6	4	0	0	2
PA2195	NC_002516.2	2414254	2415507	+	1254	2	0	2	0	0	0
PA2196	NC_002516.2	2415661	2416245	+	585	0	0	2	0	2	2
PA2197	NC_002516.2	2416376	2417413	+	1038	0	0	0	0	0	0
PA2198	NC_002516.2	2417410	2417754	+	345	0	0	0	7	0	10
PA2199	NC_002516.2	2417760	2418635	+	876	16	11	12	23	20	18
PA2200	NC_002516.2	2418723	2420318	+	1596	1	0	0	0	0	0
PA2201	NC_002516.2	2420443	2421327	+	885	0	0	0	0	0	2
PA2202	NC_002516.2	2421343	2422020	-	678	0	0	0	0	0	0
PA2203	NC_002516.2	2422022	2422738	-	717	0	0	0	2	0	0
PA2204	NC_002516.2	2422819	2423625	-	807	2	0	4	0	2	0
PA2205	NC_002516.2	2423924	2424400	-	477	0	0	0	0	0	0
PA2206	NC_002516.2	2424482	2425429	-	948	0	0	0	0	0	0
PA2207	NC_002516.2	2425497	2427017	-	1521	0	0	0	0	0	2
PA2208	NC_002516.2	2427014	2427544	-	531	0	0	0	1	0	0
PA2209	NC_002516.2	2427572	2428669	-	1098	2	4	0	0	0	2
PA2210	NC_002516.2	2428852	2430177	+	1326	0	2	0	0	0	0
PA2211	NC_002516.2	2430170	2431129	+	960	0	0	0	0	0	0
PA2212	NC_002516.2	2431126	2432139	+	1014	0	2	0	0	2	0
PA2213	NC_002516.2	2432312	2433562	+	1251	0	0	0	0	0	0
PA2214	NC_002516.2	2433748	2435070	+	1323	0	0	0	0	0	0
PA2215	NC_002516.2	2435101	2436276	+	1176	0	4	0	0	4	2
PA2216	NC_002516.2	2436304	2437299	+	996	0	0	0	0	0	0
PA2217	NC_002516.2	2437428	2439011	+	1584	0	0	0	0	0	0
PA2218	NC_002516.2	2439150	2440253	-	1104	0	0	0	2	0	0
PA2219	NC_002516.2	2440347	2441555	-	1209	0	0	0	0	0	0
PA2220	NC_002516.2	2441771	2442691	+	921	2	0	0	2	4	2
PA2221	NC_002516.2	2443161	2444366	+	1206	0	0	0	12	8	8
PA2222	NC_002516.2	2444886	2445533	-	648	0	1	0	2	0	2
PA2223	NC_002516.2	2445545	2446564	-	1020	18	4	0	13	8	16
